"";"ProbeNr";"Datum der Entnahme";"Uhrzeit der Entnahme";"Probe Valide";"Kläranlagen-ID";"Name der Kläranlage";"Probenbegleitschein vollständig";"Genkopien im Durchschnitt (Gq/ml)";"Genkopien N1/ml";"Genkopien N2/ml";"Anteil Genkopien Durchschnitt zu PMMoV x100.000";"Probennahme (Anfangs )Zeit";"Probennahme (End )Zeit";"Probennahmeart";"Probenvolumen (ml)";"Gesamt-Volumen (Liter) der Mischprobe vor Abfüllung (geschätzt)";"Temperatur des Rohabwassers (Grad Celsius)";"Leitfähigkeit des Rohabwassers (uS/cm)";"pH-Wert des Rohabwassers";"NH4-Konzentration";"Volumenstrom (m3/d)";"Niederschläge am Vortag der Probenentnahme (mm)";"Niederschläge am Probenentnahmetag (mm)";"Lufttemperatur am Probenentnahmetag (Grad Celsius)";"Chemischer Sauerstoffbedarf CSB (mg/l)";"Total Organic Carbon TOC (mg/l)"
"1476";39206;2023-09-07;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 80";" 59";" 101";" 101";2023-09-06 00:00:00;2023-09-07 00:00:00;" MP";" 1000";" 5";" 16.6";" 681";" 7.73";" 20.87";" 48206";" nicht messbar";" nicht messbar";" NA";" 477";" 123.28"
"1477";39207;2023-09-07;" 07:00:00";" ja";22447;" Montabaur, GKA";" nein";" 136.5";" 122";" 151";" 207";2023-09-06 00:00:00;2023-09-07 00:00:00;" MP";" 1000";" NA";" 17";" 771";" 7.69";" 22.7";" 8010";" 0";" 0";" NA";" 545";" nicht messbar"
"1478";39208;2023-09-07;" 08:00:00";" ja";19985;" Andernach";" ja";" 82";" 60";" 104";" 83.2";2023-09-06 08:00:00;2023-09-07 08:00:00;" MP";" 1000";" 6";" 17.8";" 1978";" 8.1";" nicht messbar";" 8826";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1479";39227;2023-09-07;" 08:00:00";" ja";22449;" Worms";" nein";" 396.5";" 285";" 508";" 482";2023-09-06 08:00:00;2023-09-07 08:00:00;" MP";" 1000";" 4";" 20.1";" 1902";" 7.9";" 57.6";" NA";" 0";" 0";" NA";" 957";" nicht messbar"
"1480";39228;2023-09-06;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 82.5";" 46";" 119";" 81.7";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 1000";" 5";" 16.9";" 988";" 8";" 36.5";" 8328";" 0";" 0";" NA";" 659";" 251"
"1481";39230;2023-09-07;" 00:00:00";" ja";22438;" Landau";" nein";" 87";" 86";" 88";" 135";NA;NA;" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA"
"1482";39545;2023-09-11;" 00:00:00";" ja";22425;" Germersheim";" ja";" 150";" 119";" 181";" 216";2023-09-10 00:00:00;2023-09-11 00:00:00;" MP";" 100";" 24";" 21.7";" 113.78";" 7.83";" 56.4";" 6791";" 0";" 0";" 23";" 449";" nicht messbar"
"1483";39546;2023-09-12;" 00:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 0";" 0";" 0";" 0";NA;NA;" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA"
"1484";39547;2023-09-12;" 08:00:00";" ja";19985;" Andernach";" ja";" 95.5";" 75";" 116";" 99.1";2023-09-11 08:00:00;2023-09-12 08:00:00;" MP";" 1000";" 5";" 18.2";" 1965";" 8";" nicht messbar";" 9367";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1485";39548;2023-09-12;" 08:00:00";" ja";22449;" Worms";" ja";" 67.5";" 51";" 84";" 1288";2023-09-11 08:00:00;2023-09-12 08:00:00;" MP";" 1000";" 4";" 20.4";" 1928";" 7.6";" 54.1";" 22367";" 0";" 0";" NA";" 1250";" nicht messbar"
"1486";39549;2023-09-12;" 08:00:00";" ja";22448;" Trier";" nein";" 150.5";" 98";" 203";" 131";2023-09-11 08:00:00;2023-09-12 08:00:00;" MP";" 1000";" 7.5";" NA";" 1127";" 7.57";" nicht messbar";" nicht messbar";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar"
"1487";39550;2023-09-12;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 135.5";" 89";" 182";" 536";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 5";" 16.6";" 764";" 7.66";" 23.3";" 46371";" 0";" 0";" NA";" 316";" 98.16"
"1488";39551;2023-09-11;" 00:00:00";" ja";22431;" Koblenz";" ja";" 103.5";" 71";" 136";" 105";2023-09-10 00:00:00;2023-09-11 00:00:00;" MP";" 1000";" 5";" 18";" 1500";" 7.4";" 41.9";" 25164";" 0";" 0";" 24.1";" 699";" 187"
"1489";39552;2023-09-12;" 00:00:00";" ja";22438;" Landau";" ja";" 117";" 74";" 160";" 299";2023-09-11 08:00:00;2023-09-12 08:00:00;" MP";" 1000";" 5";" 20.6";" nicht messbar";" 7.77";" 54.8";" 9967";" nicht messbar";" nicht messbar";" NA";" 675";" nicht messbar"
"1490";39553;2023-09-12;" 07:30:00";" ja";22439;" Mainz";" nein";" 119";" 80";" 158";" 127";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 6";" 6";" 1858";" 8.2";" nicht messbar";" 41792";" nicht messbar";" NA";" 20.6";" 281";" 882"
"1491";39554;2023-09-12;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 84";" 66";" 102";" 234";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 3";" 16.5";" 808";" 7.84";" 23.9";" 7140";" 0";" 0";" NA";" 445";" nicht messbar"
"1492";39555;2023-09-12;" 07:30:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 172.5";" 100";" 245";" 371";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 12";" 17.9";" 1110";" 7.5";" 43";" 4980";" 0";" 0";" nicht messbar";" 834";" 209"
"1493";39556;2023-09-12;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 131";" 89";" 173";" 390";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 6";" 16.4";" 698";" 7.8";" nicht messbar";" 2710";" 0";" 0";" 16";" nicht messbar";" nicht messbar"
"1494";39557;2023-09-11;" 00:00:00";" ja";23128;" Speyer";" ja";" 203";" 145";" 261";" 490";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 4";" 22.8";" 1619";" 7.48";" 53.7";" 12014";" nicht messbar";" 0";" nicht messbar";" 851";" nicht messbar"
"1495";39558;2023-09-11;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 168";" 121";" 215";" 145";2023-09-10 00:00:00;2023-09-11 00:00:00;" MP";" 1000";" 5";" 17.2";" 1134";" 7.74";" 39";" 8184";" 0";" 0";" NA";" 731";" 268"
"1496";39559;2023-09-12;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 209.5";" 158";" 261";" 593";2023-09-11 00:00:00;2023-09-12 00:00:00;" MP";" 1000";" 5";" 20.7";" 1.43";" 8.01";" 29.5";" 16070";" nicht messbar";" nicht messbar";" 29";" 565";" 148"
"1497";39561;2023-09-13;" 00:00:00";" ja";22425;" Germersheim";" ja";" 50";" 43";" 57";" 59.7";2023-09-12 00:00:00;2023-09-13 00:00:00;" MP";" 100";" 24";" 20.5";" 102.08";" 7.83";" 54";" 10868";" 0";" 4";" 21.6";" 390";" nicht messbar"
"1498";39562;2023-09-14;" 08:00:00";" ja";22438;" Landau";" ja";" 196.5";" 81";" 312";" 398";2023-09-13 08:00:00;2023-09-14 08:00:00;" MP";" 1000";" 5";" 20.6";" nicht messbar";" 6.9";" 42.1";" 10071";" nicht messbar";" nicht messbar";" NA";" 1035";" nicht messbar"
"1499";39563;2023-09-13;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 5.5";" 4";" 7";" 20.4";2023-09-12 18:00:00;2023-09-13 18:00:00;" MP";" 1000";" 20";" 27";" nicht messbar";" 7";" nicht messbar";" 259522";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 108"
"1500";39565;2023-09-14;" 08:00:00";" ja";22448;" Trier";" nein";" 96.5";" 48";" 145";" 117";2023-09-13 08:00:00;2023-09-14 08:00:00;" MP";" 1000";" 7.5";" NA";" 1000";" 7.64";" nicht messbar";" nicht messbar";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar"
"1501";39566;2023-09-14;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 31.5";" 24";" 39";" 328";2023-09-13 00:00:00;2023-09-14 00:00:00;" MP";" 1000";" nicht messbar";" 16";" 430";" 7.71";" 7.96";" 17380";" 16";" 4";" NA";" 187";" nicht messbar"
"1502";39567;2023-09-14;" 08:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 54.5";" 47";" 62";" 171";2023-09-13 08:00:00;2023-09-14 08:00:00;" MP";" 1000";" 12";" 18.3";" 855";" 7.5";" nicht messbar";" 5350";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1503";39568;2023-09-14;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 83";" 61";" 105";" 56.8";2023-09-13 00:00:00;2023-09-14 00:00:00;" MP";" 1000";" 6";" 16.9";" 911";" 7.8";" nicht messbar";" 2620";" 0";" 0";" 10";" nicht messbar";" nicht messbar"
"1504";39569;2023-09-14;" 08:00:00";" ja";19985;" Andernach";" ja";" 45";" 31";" 59";" 127";2023-09-13 08:00:00;2023-09-14 08:00:00;" MP";" 1000";" 7";" 19.4";" 1342";" 7.9";" nicht messbar";" 11799";" 9";" 0";" NA";" nicht messbar";" nicht messbar"
"1505";39570;2023-09-13;" 00:00:00";" ja";23128;" Speyer";" ja";" 150";" 117";" 183";" 78.9";2023-09-12 00:00:00;2023-09-13 00:00:00;" MP";" 1000";" 5";" 23.1";" 1375";" 7.45";" 44.1";" 16307";" nicht messbar";" 2";" nicht messbar";" 881";" nicht messbar"
"1506";39571;2023-09-13;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 106.5";" 78";" 135";" 137";2023-09-12 00:00:00;2023-09-13 00:00:00;" MP";" 1000";" 5";" 17.2";" 1240";" 7.71";" 36.9";" 7802";" 0";" 0";" NA";" 760";" 264"
"1507";39572;2023-09-14;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 88.5";" 59";" 118";" 163";2023-09-13 00:00:00;2023-09-14 00:00:00;" MP";" 1000";" 10";" 20.5";" 1.26";" 7.55";" 22.3";" 26030";" 0";" nicht messbar";" 12";" 468";" 141"
"1508";39573;2023-09-14;" 07:45:00";" ja";22430;" Kaiserslautern";" ja";" 123";" 74";" 172";" 224";2023-09-13 00:00:00;2023-09-14 00:00:00;" MP";" 1000";" 5";" 16.5";" 590";" 7.31";" 23.6";" 46325";" nicht messbar";" nicht messbar";" NA";" 506";" 111"
"1509";39574;2023-09-13;" 00:00:00";" ja";22431;" Koblenz";" ja";" 46";" 36";" 56";" 99.4";2023-09-12 00:00:00;2023-09-13 00:00:00;" MP";" 1000";" 5";" 17.5";" 800";" 7.5";" 21.2";" 67172";" 33";" 0";" 19.7";" 459";" 117"
"1510";39575;2023-09-14;" 08:15:00";" ja";22439;" Mainz";" nein";" 36.5";" 32";" 41";" 1037";2023-09-13 00:00:00;2023-09-14 00:00:00;" MP";" 1000";" 9";" 6";" 1044";" 7.7";" nicht messbar";" 91392";" nicht messbar";" NA";" 19.1";" 432";" 117"
"1511";39576;2023-09-14;" 08:00:00";" ja";22449;" Worms";" ja";" 80.5";" 70";" 91";" 700";2023-09-13 08:00:00;2023-09-14 08:00:00;" MP";" 1000";" 4";" 19.6";" 1120";" 7.6";" 28.6";" 28191";" 40";" 0";" NA";" 669";" nicht messbar"
"1512";39577;2023-09-13;" 00:00:00";" ja";32373;" Neustadt";" ja";" 36";" 39";" 33";" 393";2023-09-12 00:00:00;2023-09-13 00:00:00;" MP";" 1000";" 8";" 11";" 1106";" 7.52";" 54.6";" 9827";" 0";" 1";" 16.9";" 1869";" nicht messbar"
"1513";39836;2023-09-18;" 00:00:00";" ja";22425;" Germersheim";" ja";" 43";" 39";" 47";" 184";2023-09-17 00:00:00;2023-09-18 00:00:00;" MP";" 100";" 24";" 14.4";" 87.58";" 7.98";" 29.7";" 10654";" 0";" 5";" 20.4";" 544";" nicht messbar"
"1514";39837;2023-09-19;" 00:00:00";" ja";22438;" Landau";" ja";" 57";" 52";" 62";" 310";2023-09-18 08:00:00;2023-09-19 08:00:00;" MP";" 1000";" 5";" 19.9";" nicht messbar";" 7.2";" 44";" 26607";" 1";" nicht messbar";" NA";" 1109";" nicht messbar"
"1515";39838;2023-09-18;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 15";" 9";" 21";" 144";2023-09-17 18:00:00;2023-09-18 18:00:00;" MP";" 1000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 245130";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" 230"
"1516";39839;2023-09-18;" 00:00:00";" ja";32373;" Neustadt";" ja";" 56";" 60";" 52";" 276";2023-09-17 00:00:00;2023-09-18 00:00:00;" MP";" 1000";" 8.5";" 10.4";" 842";" 7.58";" 40.9";" 16269";" 0";" 12";" 20.5";" 969";" nicht messbar"
"1517";39868;2023-09-19;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 81";" 69";" 93";" 405";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 5";" 15.2";" 532";" 7.41";" 21.05";" 63165";" 0";" 5";" NA";" 426";" 97.67"
"1518";39869;2023-09-18;" 00:00:00";" ja";22431;" Koblenz";" ja";" 75.5";" 68";" 83";" 766";2023-09-17 00:00:00;2023-09-18 00:00:00;" MP";" 1000";" 5";" 20.9";" 1400";" 7.4";" 37.3";" 36212";" 0";" 5";" 21.3";" 757";" 209"
"1519";39870;2023-09-19;" 07:45:00";" ja";22439;" Mainz";" nein";" 82";" 87";" 77";" 67.8";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 6";" 6";" 1703";" 7.9";" nicht messbar";" 43264";" nicht messbar";" NA";" 19.1";" 1405";" 383"
"1520";39871;2023-09-19;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 87.5";" 74";" 101";" 222";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 4.2";" 16";" 721";" 7.74";" 21.6";" 9590";" 1";" 4";" NA";" 439";" nicht messbar"
"1521";39872;2023-09-19;" 08:15:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 47.5";" 53";" 42";" 220";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 12";" 18.3";" 920";" 7.5";" 36.8";" 9650";" nicht messbar";" 4";" nicht messbar";" nicht messbar";" nicht messbar"
"1522";39873;2023-09-19;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 69.5";" 61";" 78";" 308";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 6";" 17.2";" 553";" 7.8";" nicht messbar";" 4750";" 5";" 0";" 13";" nicht messbar";" nicht messbar"
"1523";39874;2023-09-18;" 00:00:00";" ja";23128;" Speyer";" ja";" 104.5";" 98";" 111";" 1196";2023-09-17 00:00:00;2023-09-18 00:00:00;" MP";" 1000";" 3";" 22.8";" 1483";" 7.53";" 46";" 14337";" nicht messbar";" 1";" nicht messbar";" 865";" nicht messbar"
"1524";39875;2023-09-18;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 80.5";" 73";" 88";" 494";2023-09-17 00:00:00;2023-09-18 00:00:00;" MP";" 1000";" 8";" 17.4";" 791";" 8.57";" 23.2";" 13480";" 0";" 4";" NA";" 960";" 282"
"1525";39901;2023-09-19;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 186.5";" 153";" 220";" 290";2023-09-18 00:00:00;2023-09-19 00:00:00;" MP";" 1000";" 5";" 20.7";" 1.06";" 8.02";" 41";" 17830";" 1";" 0";" 16";" 1011";" 220"
"1526";39902;2023-09-19;" 08:00:00";" ja";19985;" Andernach";" ja";" 49.5";" 46";" 53";" 97.4";2023-09-18 08:00:00;2023-09-19 08:00:00;" MP";" 1000";" 6";" 9";" 1762";" 8.1";" nicht messbar";" 11769";" 2";" 2";" NA";" nicht messbar";" nicht messbar"
"1527";39903;2023-09-19;" 08:00:00";" ja";22449;" Worms";" ja";" 129.5";" 125";" 134";" 144";2023-09-18 08:00:00;2023-09-19 08:00:00;" MP";" 1000";" 4";" 20.2";" 1362";" 7.3";" 38.5";" 27096";" 2";" 0";" NA";" 1105";" nicht messbar"
"1528";39972;2023-09-19;" 08:00:00";" ja";22448;" Trier";" nein";" 66.5";" 61";" 72";" 290";2023-09-18 08:00:00;2023-08-19 08:00:00;" MP";" 1000";" 7.5";" NA";" 583";" 7.76";" nicht messbar";" 33544";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar"
"1529";40010;2023-09-20;" 00:00:00";" ja";22425;" Germersheim";" ja";" 50.5";" 41";" 60";" 77";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 100";" 24";" 26.7";" 89.38";" 7.49";" 36.2";" 84.66";" 0";" 0";" 19.9";" 436";" nicht messbar"
"1530";40011;2023-09-21;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 95";" 76";" 114";" 748";2023-09-20 00:00:00;2023-09-21 00:00:00;" MP";" 1000";" 3.5";" 16.5";" 729";" 7.85";" 24.4";" 6770";" 0";" 0";" NA";" 437";" nicht messbar"
"1531";40012;2023-09-21;" 07:30:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 27";" 27";" 27";" 90";2023-09-20 00:00:00;2023-09-21 00:00:00;" MP";" 1000";" 12";" 18";" 1060";" 7.3";" 46.3";" 4730";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"1532";40013;2023-09-20;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 1";" 1";" 1";" 10.4";2023-09-19 18:00:00;2023-09-20 18:00:00;" MP";" 1000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 233490";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 220"
"1533";40014;2023-09-21;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 70.5";" 66";" 75";" 125";2023-09-20 00:00:00;2023-09-21 00:00:00;" MP";" 1000";" 6";" 16.2";" 807";" 7.8";" nicht messbar";" 2260";" 0";" 0";" 16";" nicht messbar";" nicht messbar"
"1534";40015;2023-09-20;" 00:00:00";" ja";23128;" Speyer";" ja";" 106.5";" 94";" 119";" 80.7";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 1000";" 3";" 22.7";" 1701";" 7.6";" 58";" 11439";" nicht messbar";" 0";" nicht messbar";" 1067";" nicht messbar"
"1535";40016;2023-09-21;" 08:00:00";" ja";19985;" Andernach";" ja";" 130.5";" 104";" 157";" 79.6";2023-09-20 08:00:00;2023-09-21 08:00:00;" MP";" 1000";" 6";" 7.7";" 1854";" 7.7";" nicht messbar";" 8956";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1536";40017;2023-09-20;" 00:00:00";" ja";32373;" Neustadt";" ja";" 71.5";" 56";" 87";" 279";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 1000";" 8";" 7.8";" 1087";" 7.55";" 48.1";" 9092";" 0";" 0";" 18.8";" 1830";" nicht messbar"
"1537";40018;2023-09-20;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 72.5";" 66";" 79";" 59.9";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 1000";" 4.5";" 17";" 1221";" 8";" 42.6";" 7640";" 1";" 0";" NA";" 578";" 243"
"1538";40020;2023-09-20;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 227.5";" 154";" 301";" 438";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 1000";" 7";" 20.2";" 1.36";" 7.9";" 38.5";" 15840";" 0";" 0";" NA";" 711";" 218"
"1539";40021;2023-09-21;" 08:15:00";" ja";22430;" Kaiserslautern";" ja";" 90.5";" 59";" 122";" 425";2023-09-20 00:00:00;2023-09-21 00:00:00;" MP";" 1000";" 5";" 16.4";" 667";" 7.73";" 22.1";" 46630";" 1";" 0";" NA";" 353";" 84.21"
"1540";40022;2023-09-21;" 08:00:00";" ja";22439;" Mainz";" nein";" 127.5";" 138";" 117";" 167";2023-09-20 00:00:00;2023-09-21 00:00:00;" MP";" 1000";" 6";" 6";" 1724";" 7.9";" nicht messbar";" 42598";" nicht messbar";" NA";" 18";" 944";" 283"
"1541";40151;2023-09-21;" 08:00:00";" ja";22448;" Trier";" nein";" 65";" 56";" 74";" 332";2023-09-20 08:00:00;2023-09-21 08:00:00;" MP";" 1000";" 7.5";" NA";" 1034";" 7.5";" nicht messbar";" 17186";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar"
"1542";40152;2023-09-20;" 00:00:00";" ja";22431;" Koblenz";" ja";" 99";" 94";" 104";" 126";2023-09-19 00:00:00;2023-09-20 00:00:00;" MP";" 1000";" 5";" 21.2";" 1400";" 7.8";" 45.4";" 23512";" 0";" 0";" 20";" 579";" 152"
"1543";40153;2023-09-21;" 08:00:00";" ja";22438;" Landau";" ja";" 44.5";" 47";" 42";" 81.2";2023-09-20 08:00:00;2023-09-21 08:00:00;" MP";" 1000";" 5";" 20.3";" nicht messbar";" 6.5";" 25.6";" 10049";" nicht messbar";" nicht messbar";" NA";" 1271";" nicht messbar"
"1544";40154;2023-09-21;" 08:00:00";" ja";22449;" Worms";" ja";" 212.5";" 142";" 283";" 213";2023-09-20 08:00:00;2023-09-21 08:00:00;" MP";" 1000";" 4";" 20.2";" 1812";" 7.3";" 54.1";" 24250";" 0";" 0";" NA";" 1445";" nicht messbar"
"1545";41430;2023-09-25;" 00:00:00";" ja";22425;" Germersheim";" ja";" 144.5";" 102";" 187";" 306";2023-09-24 00:00:00;2023-09-25 00:00:00;" MP";" 100";" 24";" 22.3";" 90.78";" 7.61";" 38.7";" 7479";" 0";" 0";" 14.7";" 374";" nicht messbar"
"1546";41431;2023-09-26;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 111";" 81";" 141";" 81.6";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 3.5";" 16";" 945";" 7.86";" 25.5";" 7360";" 0";" 0";" NA";" 353";" nicht messbar"
"1547";41432;2023-09-26;" 07:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 102.5";" 89";" 116";" 129";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 12";" 17.1";" 630";" 7.3";" 41.5";" 4640";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"1548";41433;2023-09-25;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 12.5";" 25";" 0";" 200";2023-09-24 18:00:00;2023-09-25 18:00:00;" MP";" 1000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 252200";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 180"
"1549";41434;2023-09-26;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 172";" 120";" 224";" 193";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 5";" 15.4";" 676";" 7.9";" nicht messbar";" 2400";" 0";" 0";" 5";" nicht messbar";" nicht messbar"
"1550";41435;2023-09-25;" 00:00:00";" ja";23128;" Speyer";" ja";" 160.5";" 141";" 180";" 40";2023-09-24 00:00:00;2023-09-25 00:00:00;" MP";" 1000";" 4";" 21.8";" 1553";" 7.49";" 53.5";" 12391";" nicht messbar";" 0";" nicht messbar";" 1002";" nicht messbar"
"1551";41436;2023-09-26;" 00:00:00";" ja";19985;" Andernach";" ja";" 84";" 78";" 90";" 85.8";2023-09-26 08:15:00;2023-09-26 08:30:00;" EP";" 1000";" 2.5";" 17";" 1897";" 8.1";" nicht messbar";" -368";" 0";" 0";" 7";" nicht messbar";" nicht messbar"
"1552";41437;2023-09-25;" 00:00:00";" ja";32373;" Neustadt";" ja";" 120";" 98";" 142";" 39.3";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 6.5";" 9";" 1156";" 7.92";" 58.5";" 9086";" 0";" 0";" 13.3";" 868";" nicht messbar"
"1553";41487;2023-09-26;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 197.5";" 135";" 260";" 95.9";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 4.5";" 20";" 1.22";" 7.95";" 39";" 15180";" nicht messbar";" nicht messbar";" 9";" 769";" 213"
"1554";41488;2023-09-26;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 54.5";" 53";" 56";" 88";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 5";" 13.3";" 538";" 7.33";" 13.9";" 45955";" 0";" 0";" NA";" 194";" 55.15"
"1555";41489;2023-09-25;" 00:00:00";" ja";22431;" Koblenz";" ja";" 93.5";" 85";" 102";" 68.8";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 5";" 20.5";" 1400";" 7.6";" 42.3";" 25820";" 0";" 0";" 15.5";" 576";" 163"
"1556";41490;2023-09-26;" 08:00:00";" ja";22438;" Landau";" ja";" 204";" 154";" 254";" 64.8";2023-09-25 08:00:00;2023-09-26 08:00:00;" MP";" 1000";" 5";" 19.4";" nicht messbar";" 7.5";" 33.5";" 10617";" nicht messbar";" nicht messbar";" NA";" 1152";" nicht messbar"
"1557";41491;2023-09-26;" 07:30:00";" ja";22439;" Mainz";" nein";" 169";" 115";" 223";" 134";2023-09-25 00:00:00;2023-09-26 00:00:00;" MP";" 1000";" 6";" 6";" 1554";" 8";" nicht messbar";" 44109";" nicht messbar";" NA";" 12.7";" 1014";" 338"
"1558";41492;2023-09-26;" 00:00:00";" ja";22449;" Worms";" ja";" 136";" 116";" 156";" 50.4";2023-09-25 08:00:00;2023-09-26 08:00:00;" MP";" 1000";" 4";" 19.1";" 1832";" 7.6";" 57.9";" 24301";" 0";" 0";" NA";" 1204";" nicht messbar"
"1559";41493;2023-09-25;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 115.5";" 94";" 137";" 45.7";2023-09-24 00:00:00;2023-09-25 00:00:00;" MP";" 1000";" 4.5";" 16.5";" 1007";" 8";" 40.7";" 7580";" 0";" 0";" NA";" 689";" 279"
"1560";41563;2023-09-28;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 236.5";" 156";" 317";" 309";2023-09-27 00:00:00;2023-09-28 00:00:00;" MP";" 1000";" 3.5";" 16";" 771";" 7.92";" 30";" 7410";" 0";" 0";" NA";" 486";" nicht messbar"
"1561";41564;2023-09-27;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 13";" 4";" 22";" 67";2023-09-26 18:00:00;2023-09-27 18:00:00;" MP";" 1000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 251600";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 190"
"1562";41569;2023-09-27;" 00:00:00";" ja";22425;" Germersheim";" ja";" 158";" 112";" 204";" 1153";2023-09-26 00:00:00;2023-09-27 00:00:00;" MP";" 100";" 24";" 22.9";" 111.28";" 7.25";" 39.1";" 8213";" 0";" 0";" 16.7";" 380";" nicht messbar"
